"scene_token","frame_token","scene_description","num_objects","num_cameras","qa_categories","num_perception_qa","num_prediction_qa","num_planning_qa","num_behavior_qa","total_qa","image_paths"
"de7d80a1f5fb4c3e82ce8a4f213b450a","6cb024831cce4b6e8acf85afb7cece6e","After the ego vehicle made a left turn at the intersection with the traffic lights, it proceeded straight while remaining in the left lane.","3","6","perception, prediction, planning, behavior","46","26","18","1","91","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800858862460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_LEFT__1542800858854844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_RIGHT__1542800858870339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-11-21-19-38-26+0800__CAM_BACK__1542800858887525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-11-21-19-38-26+0800__CAM_BACK_LEFT__1542800858897423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_BACK_RIGHT__1542800858877893.jpg"
"de7d80a1f5fb4c3e82ce8a4f213b450a","3b594831ff7f4e27a9889c7b7d0d8e92","After the ego vehicle made a left turn at the intersection with the traffic lights, it proceeded straight while remaining in the left lane.","5","6","perception, prediction, planning, behavior","44","38","24","1","107","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800850912460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_LEFT__1542800850904844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_RIGHT__1542800850920339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-11-21-19-38-26+0800__CAM_BACK__1542800850937525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-11-21-19-38-26+0800__CAM_BACK_LEFT__1542800850947423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_BACK_RIGHT__1542800850928329.jpg"
"de7d80a1f5fb4c3e82ce8a4f213b450a","fe40762a54e1414da73de751877ad576","After the ego vehicle made a left turn at the intersection with the traffic lights, it proceeded straight while remaining in the left lane.","3","6","perception, prediction, planning, behavior","26","27","18","1","72","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800865912460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_LEFT__1542800865904844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_RIGHT__1542800865920339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-11-21-19-38-26+0800__CAM_BACK__1542800865937525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-11-21-19-38-26+0800__CAM_BACK_LEFT__1542800865947423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_BACK_RIGHT__1542800865927893.jpg"
"de7d80a1f5fb4c3e82ce8a4f213b450a","95c0a92d52584756832ec795d346e296","After the ego vehicle made a left turn at the intersection with the traffic lights, it proceeded straight while remaining in the left lane.","4","6","perception, prediction, planning, behavior","40","32","22","1","95","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800854412460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_LEFT__1542800854404844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_RIGHT__1542800854420339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-11-21-19-38-26+0800__CAM_BACK__1542800854437525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-11-21-19-38-26+0800__CAM_BACK_LEFT__1542800854447423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_BACK_RIGHT__1542800854427893.jpg"
"de7d80a1f5fb4c3e82ce8a4f213b450a","f65ffdc408fb4a0c8ef0d1614b47dce8","After the ego vehicle made a left turn at the intersection with the traffic lights, it proceeded straight while remaining in the left lane.","4","6","perception, prediction, planning, behavior","50","31","22","1","104","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800853412460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_LEFT__1542800853404844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_RIGHT__1542800853420339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-11-21-19-38-26+0800__CAM_BACK__1542800853437525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-11-21-19-38-26+0800__CAM_BACK_LEFT__1542800853447423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_BACK_RIGHT__1542800853427893.jpg"
"de7d80a1f5fb4c3e82ce8a4f213b450a","98fa81992fb04e799c329eca220e7164","After the ego vehicle made a left turn at the intersection with the traffic lights, it proceeded straight while remaining in the left lane.","3","6","perception, prediction, planning, behavior","37","29","18","1","85","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800861412460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_LEFT__1542800861404844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_FRONT_RIGHT__1542800861420339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-11-21-19-38-26+0800__CAM_BACK__1542800861437525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-11-21-19-38-26+0800__CAM_BACK_LEFT__1542800861447423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-11-21-19-38-26+0800__CAM_BACK_RIGHT__1542800861427893.jpg"
"2fc3753772e241f2ab2cd16a784cc680","00889f8a9549450aa2f32cf310a3e305","The ego vehicle progresses along the current road, halting at the intersection of traffic lights, awaiting its turn.","6","6","perception, prediction, planning, behavior","49","39","28","1","117","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657119612404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_LEFT__1535657119604799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_RIGHT__1535657119620482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-30-15-16-55-0400__CAM_BACK__1535657119637558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-30-15-16-55-0400__CAM_BACK_LEFT__1535657119647405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_BACK_RIGHT__1535657119628113.jpg"
"2fc3753772e241f2ab2cd16a784cc680","0307afa1ec7e48ce90295acabf8cb6dd","The ego vehicle progresses along the current road, halting at the intersection of traffic lights, awaiting its turn.","5","6","perception, prediction, planning, behavior","44","37","22","1","104","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657113612404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_LEFT__1535657113604799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_RIGHT__1535657113620482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-30-15-16-55-0400__CAM_BACK__1535657113637558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-30-15-16-55-0400__CAM_BACK_LEFT__1535657113647405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_BACK_RIGHT__1535657113628113.jpg"
"2fc3753772e241f2ab2cd16a784cc680","bad8a002637046178fe0f8216e5bc355","The ego vehicle progresses along the current road, halting at the intersection of traffic lights, awaiting its turn.","6","6","perception, prediction, planning, behavior","48","38","28","1","115","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123112404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_LEFT__1535657123104799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_RIGHT__1535657123120482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-30-15-16-55-0400__CAM_BACK__1535657123137558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-30-15-16-55-0400__CAM_BACK_LEFT__1535657123147405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_BACK_RIGHT__1535657123128113.jpg"
"2fc3753772e241f2ab2cd16a784cc680","a5addc41b07842768a2183abdd01cff8","The ego vehicle progresses along the current road, halting at the intersection of traffic lights, awaiting its turn.","5","6","perception, prediction, planning, behavior","36","32","24","1","93","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657121612404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_LEFT__1535657121604799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_RIGHT__1535657121620482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-30-15-16-55-0400__CAM_BACK__1535657121637558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-30-15-16-55-0400__CAM_BACK_LEFT__1535657121647405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_BACK_RIGHT__1535657121628113.jpg"
"2fc3753772e241f2ab2cd16a784cc680","e122a34ec57c4edf8311b40c3f85f863","The ego vehicle progresses along the current road, halting at the intersection of traffic lights, awaiting its turn.","6","6","perception, prediction, planning, behavior","40","39","27","1","107","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657112112404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_LEFT__1535657112104799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_RIGHT__1535657112120482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-30-15-16-55-0400__CAM_BACK__1535657112137558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-30-15-16-55-0400__CAM_BACK_LEFT__1535657112147405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_BACK_RIGHT__1535657112128113.jpg"
"2fc3753772e241f2ab2cd16a784cc680","8c0372d87281421aba897bec0084d0da","The ego vehicle progresses along the current road, halting at the intersection of traffic lights, awaiting its turn.","4","6","perception, prediction, planning, behavior","28","31","19","1","79","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657109762404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_LEFT__1535657109754799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_RIGHT__1535657109770482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-30-15-16-55-0400__CAM_BACK__1535657109787558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-30-15-16-55-0400__CAM_BACK_LEFT__1535657109797405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_BACK_RIGHT__1535657109778113.jpg"
"2fc3753772e241f2ab2cd16a784cc680","286532245ff646a9915070c8b402e487","The ego vehicle progresses along the current road, halting at the intersection of traffic lights, awaiting its turn.","6","6","perception, prediction, planning, behavior","49","41","28","1","119","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657117612404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_LEFT__1535657117604799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_RIGHT__1535657117620482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-30-15-16-55-0400__CAM_BACK__1535657117637558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-30-15-16-55-0400__CAM_BACK_LEFT__1535657117647405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_BACK_RIGHT__1535657117628113.jpg"
"2fc3753772e241f2ab2cd16a784cc680","348c8122f47349429a6cd694dcac86e6","The ego vehicle progresses along the current road, halting at the intersection of traffic lights, awaiting its turn.","5","6","perception, prediction, planning, behavior","40","34","26","1","101","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657115112404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_LEFT__1535657115104799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_FRONT_RIGHT__1535657115120482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-30-15-16-55-0400__CAM_BACK__1535657115137558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-30-15-16-55-0400__CAM_BACK_LEFT__1535657115147405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-30-15-16-55-0400__CAM_BACK_RIGHT__1535657115128113.jpg"
"0053e9c440a94c1b84bd9c4223efc4b0","49adf27d0c614e64ac0f982f1d020c01","The ego vehicle halted at the intersection with traffic lights, awaiting the passage of preceding vehicles before veering to the right and resuming its journey. During the right turn, it is imperative to exercise caution and yield to pedestrians on both sides.","4","6","perception, prediction, planning, behavior","50","32","21","1","104","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708444912404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_LEFT__1532708444904799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_RIGHT__1532708444920482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-07-27-12-07-38-0400__CAM_BACK__1532708444937558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-07-27-12-07-38-0400__CAM_BACK_LEFT__1532708444947471.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_BACK_RIGHT__1532708444928113.jpg"
"0053e9c440a94c1b84bd9c4223efc4b0","2bf2b5ed46c049dda7eb228b05808bde","The ego vehicle halted at the intersection with traffic lights, awaiting the passage of preceding vehicles before veering to the right and resuming its journey. During the right turn, it is imperative to exercise caution and yield to pedestrians on both sides.","4","6","perception, prediction, planning, behavior","57","30","21","1","109","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708432912404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_LEFT__1532708432904799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_RIGHT__1532708432920482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-07-27-12-07-38-0400__CAM_BACK__1532708432937558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-07-27-12-07-38-0400__CAM_BACK_LEFT__1532708432947405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_BACK_RIGHT__1532708432928130.jpg"
"0053e9c440a94c1b84bd9c4223efc4b0","2a754ca9b8f1423ea2df7c98909c29cc","The ego vehicle halted at the intersection with traffic lights, awaiting the passage of preceding vehicles before veering to the right and resuming its journey. During the right turn, it is imperative to exercise caution and yield to pedestrians on both sides.","6","6","perception, prediction, planning, behavior","68","39","27","1","135","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708437862404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_LEFT__1532708437854799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_RIGHT__1532708437870482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-07-27-12-07-38-0400__CAM_BACK__1532708437887558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-07-27-12-07-38-0400__CAM_BACK_LEFT__1532708437897405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_BACK_RIGHT__1532708437878113.jpg"
"0053e9c440a94c1b84bd9c4223efc4b0","0dc8558714314cce961af9e7de403517","The ego vehicle halted at the intersection with traffic lights, awaiting the passage of preceding vehicles before veering to the right and resuming its journey. During the right turn, it is imperative to exercise caution and yield to pedestrians on both sides.","6","6","perception, prediction, planning, behavior","70","38","30","1","139","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708439862404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_LEFT__1532708439854799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_RIGHT__1532708439870482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-07-27-12-07-38-0400__CAM_BACK__1532708439887558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-07-27-12-07-38-0400__CAM_BACK_LEFT__1532708439897405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_BACK_RIGHT__1532708439878113.jpg"
"0053e9c440a94c1b84bd9c4223efc4b0","12ef6d025df840d585c6e4a3b896fcf4","The ego vehicle halted at the intersection with traffic lights, awaiting the passage of preceding vehicles before veering to the right and resuming its journey. During the right turn, it is imperative to exercise caution and yield to pedestrians on both sides.","4","6","perception, prediction, planning, behavior","58","28","21","1","108","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708442412404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_LEFT__1532708442404799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_RIGHT__1532708442420482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-07-27-12-07-38-0400__CAM_BACK__1532708442437558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-07-27-12-07-38-0400__CAM_BACK_LEFT__1532708442447405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_BACK_RIGHT__1532708442428113.jpg"
"0053e9c440a94c1b84bd9c4223efc4b0","656b4207ba9542b2a9bb7c03aa61b325","The ego vehicle halted at the intersection with traffic lights, awaiting the passage of preceding vehicles before veering to the right and resuming its journey. During the right turn, it is imperative to exercise caution and yield to pedestrians on both sides.","6","6","perception, prediction, planning, behavior","65","35","29","1","130","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708430012404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_LEFT__1532708430004799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_RIGHT__1532708430020482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-07-27-12-07-38-0400__CAM_BACK__1532708430037558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-07-27-12-07-38-0400__CAM_BACK_LEFT__1532708430047405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_BACK_RIGHT__1532708430028113.jpg"
"0053e9c440a94c1b84bd9c4223efc4b0","da4feceed7664d0b9ee6d952164c2cba","The ego vehicle halted at the intersection with traffic lights, awaiting the passage of preceding vehicles before veering to the right and resuming its journey. During the right turn, it is imperative to exercise caution and yield to pedestrians on both sides.","4","6","perception, prediction, planning, behavior","65","31","19","1","116","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708434862404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_LEFT__1532708434854799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_RIGHT__1532708434870482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-07-27-12-07-38-0400__CAM_BACK__1532708434887558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-07-27-12-07-38-0400__CAM_BACK_LEFT__1532708434897405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_BACK_RIGHT__1532708434878113.jpg"
"0053e9c440a94c1b84bd9c4223efc4b0","eabe2e10af9b4361a128f4e1701fdf5d","The ego vehicle halted at the intersection with traffic lights, awaiting the passage of preceding vehicles before veering to the right and resuming its journey. During the right turn, it is imperative to exercise caution and yield to pedestrians on both sides.","4","6","perception, prediction, planning, behavior","54","30","22","1","107","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708447412404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_LEFT__1532708447404799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_FRONT_RIGHT__1532708447420482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-07-27-12-07-38-0400__CAM_BACK__1532708447437558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-07-27-12-07-38-0400__CAM_BACK_LEFT__1532708447447405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-07-38-0400__CAM_BACK_RIGHT__1532708447428113.jpg"
"00590cbfa24a430a8c274b51e1c71231","9c31efbd1aa44ab1a6e030953c7e790a","The ego vehicle proceeded straight after making a left turn at the current intersection, and is about to make a right turn.","4","6","perception, prediction, planning, behavior","38","33","21","1","93","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-08-01-16-32-59+0800__CAM_FRONT__1533112775612460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-08-01-16-32-59+0800__CAM_FRONT_LEFT__1533112775604844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-08-01-16-32-59+0800__CAM_FRONT_RIGHT__1533112775620339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-08-01-16-32-59+0800__CAM_BACK__1533112775637525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-08-01-16-32-59+0800__CAM_BACK_LEFT__1533112775647423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-08-01-16-32-59+0800__CAM_BACK_RIGHT__1533112775627893.jpg"
